customer_id,age,gender,education,marital_status,income_clp,region,registration_date,total_purchases,total_spent_clp,online_purchases,store_purchases,complaints,satisfaction_score,last_purchase_days
C00737,45,Femenino,Universitaria,Soltero,1765489.0,Valparaíso,2018-11-22,16,1358904,8,9,0,1.0,125
C00738,53,Masculino,Media,Soltero,826655.0,Santiago,2020-09-21,19,1713334,5,10,1,3.0,278
C00739,61,Masculino,Técnica,Viudo,483841.0,Biobío,2019-09-05,13,488952,10,11,0,4.0,285
C00740,54,Femenino,Técnica,Soltero,1280947.0,Biobío,2025-02-06,17,1764477,8,6,0,5.0,137
C00741,19,Femenino,Técnica,Casado,1714721.0,Araucanía,2019-08-19,20,50000000,5,10,2,4.0,108
C00742,26,Femenino,Postgrado,Divorciado,1135866.0,Biobío,2020-07-09,14,1370983,11,9,1,4.0,68
C00743,34,Femenino,Media,Soltero,976568.0,RM,2020-04-21,16,1762518,7,8,1,5.0,104
C00744,42,Femenino,Técnica,Viudo,,Biobío,2021-05-10,9,755897,9,7,1,3.0,246
C00745,48,Masculino,Media,Divorciado,1015680.0,Biobío,2018-12-10,18,491918,5,8,1,3.0,165
C00746,33,Masculino,Postgrado,Divorciado,654227.0,Valparaíso,2023-02-20,12,561943,8,5,1,4.0,192
C00747,44,Masculino,Media,Casado,869980.0,Valparaíso,2020-05-08,9,993988,6,6,0,4.0,195
C00748,32,Femenino,Técnica,Viudo,1517247.0,Valparaíso,2021-11-24,15,2600357,5,9,0,3.0,132
C00749,34,Masculino,Universitaria,Soltero,1386908.0,Valparaíso,2019-03-21,10,289736,7,4,2,4.0,296
C00750,25,Masculino,Universitaria,Viudo,1294272.0,Metropolitana,2022-11-24,16,849592,6,6,2,3.0,144
C00751,30,Femenino,Técnica,Divorciado,766826.0,Valparaíso,2018-08-10,15,758822,4,5,2,4.0,219
C00752,25,Masculino,Técnica,Viudo,1105884.0,Biobío,2019-08-15,23,608318,8,6,1,4.0,26
C00753,30,Masculino,Técnica,Soltero,450517.0,Valparaíso,2020-10-27,16,762149,8,4,1,5.0,251
C00754,54,Femenino,Técnica,Soltero,1300353.0,Valparaíso,2021-07-19,11,577838,8,6,2,5.0,95
C00755,30,Femenino,Media,Casado,2282582.0,Araucanía,2020-10-14,10,1686659,10,7,1,4.0,354
C00756,73,Femenino,Técnica,Soltero,618141.0,Biobío,2023-08-26,20,1790245,5,8,4,3.0,200
C00757,47,Femenino,Técnica,Soltero,921874.0,Valparaíso,2021-12-18,15,843443,6,9,0,4.0,103
C00758,44,Masculino,Técnica,Viudo,1391551.0,Valparaíso,2023-08-08,13,735039,8,6,3,3.0,193
C00759,31,Masculino,Universitaria,Viudo,2108761.0,Valparaíso,2019-06-08,17,595135,11,5,2,,2
C00760,50,Masculino,Postgrado,Divorciado,,Metropolitana,2024/13/01,12,844530,10,12,0,5.0,247
C00761,35,Femenino,Universitaria,Casado,878806.0,Valparaíso,2023-08-31,18,2424329,8,8,3,4.0,91
C00762,43,Femenino,Media,Viudo,494754.0,Araucanía,2024-03-25,17,751725,9,12,0,4.0,45
C00763,72,Masculino,Media,Soltero,1257176.0,Biobío,2022-12-14,17,483452,9,2,1,4.0,3
C00764,40,Masculino,Postgrado,Divorciado,3007940.0,Biobío,2021-08-04,22,630147,16,9,1,2.0,336
C00765,55,Femenino,Técnica,Viudo,,Valparaíso,2025-10-27,14,1257264,6,10,1,4.0,64
C00766,33,Femenino,Media,Casado,1188029.0,Valparaíso,2021-07-30,14,520073,2,5,0,4.0,135
C00767,41,femenino,Técnica,Casado,,Valparaíso,2024-09-17,15,783983,6,11,0,5.0,291
C00768,63,Femenino,Universitaria,Divorciado,,Biobío,2020-12-25,18,1062459,7,9,2,3.0,278
C00769,34,Femenino,Universitaria,Divorciado,832322.0,Biobío,2022-07-31,9,544296,4,6,1,5.0,176
C00770,63,Masculino,Técnica,Divorciado,1738108.0,Metropolitana,2019-03-13,22,277540,7,8,1,4.0,282
C00771,50,Femenino,Media,Divorciado,1328319.0,Araucanía,2020-04-08,10,420641,8,8,2,6,120
C00772,35,Femenino,Postgrado,Divorciado,1209548.0,Metropolitana,2018-09-16,13,477876,4,4,1,3.0,262
C00773,49,Femenino,Técnica,Soltero,773682.0,Araucanía,2023-06-27,18,697369,3,8,0,4.0,174
C00774,53,Femenino,Universitaria,Soltero,2157392.0,Metropolitana,2023-06-13,15,821548,9,9,0,5.0,118
C00775,49,Masculino,Universitaria,Viudo,,Biobío,2018-04-13,9,1311376,8,6,0,4.0,341
C00776,23,Femenino,Universitaria,Casado,935669.0,Metropolitana,2020-09-19,9,383085,1,6,2,3.0,185
C00777,33,Femenino,Técnica,Soltero,1883520.0,Araucanía,2020-02-08,17,1201809,5,6,2,4.0,243
C00778,39,Masculino,Técnica,Soltero,959267.0,Valparaíso,2021-01-29,14,640377,6,9,1,,214
C00779,41,Masculino,Técnica,Soltero,844019.0,Araucanía,2021-05-06,13,274042,8,15,1,4.0,121
C00780,49,Masculino,Universitaria,Viudo,852531.0,Valparaíso,2025-10-31,18,806541,7,7,1,4.0,63
C00781,44,Femenino,Universitaria,Divorciado,540825.0,Biobío,2024-03-23,9,1762295,3,8,1,6.0,149
C00782,25,Femenino,Media,Viudo,1483665.0,Araucanía,2024-11-15,10,1358967,7,9,1,4.0,276
C00783,46,Otro,Media,Casado,526400.0,Metropolitana,25/08/2018,11,764215,11,8,2,5.0,29
C00784,49,Masculino,Universitaria,Casado,690404.0,Araucanía,2021-02-18,15,1571953,8,5,1,4.0,299
C00785,48,Femenino,Universitaria,Casado,471567.0,Valparaíso,2024-12-28,16,897798,8,9,1,3.0,225
C00786,54,Femenino,Universitaria,Casado,1154410.0,Biobío,2025-11-01,15,1441334,5,7,2,2.0,173
C00787,52,Femenino,Media,Soltero,1121511.0,Metropolitana,2020-02-06,15,295199,9,10,1,3.0,244
C00788,47,Masculino,Técnica,Soltero,1035938.0,Araucanía,2025-05-05,20,377967,7,7,0,4.0,321
C00789,41,Masculino,Universitaria,Viudo,750633.0,Valparaíso,2020-09-17,10,1238967,7,8,1,4.0,131
C00790,22,Femenino,Universitaria,Divorciado,708090.0,Metropolitana,05-11-2022,10,2014610,7,7,1,5.0,352
C00791,47,M,Técnica,Casado,1478884.0,Biobío,2022-10-26,11,1027608,1,11,0,5.0,20
C00792,44,Masculino,Media,Viudo,936667.0,Metropolitana,2024-05-09,14,593602,5,7,1,2.0,81
C00793,45,Masculino,Técnica,Soltero,1383591.0,Biobío,2024-03-29,19,480247,10,10,0,4.0,293
C00794,26,Femenino,Técnica,Soltero,805702.0,Metropolitana,2025-09-16,15,662103,7,7,1,4.0,294
C00795,29,Masculino,Técnica,Divorciado,,Araucanía,2019-05-11,17,1657049,8,9,0,3.0,235
C00796,54,Masculino,Postgrado,Divorciado,2157168.0,Valparaíso,2020-11-13,15,651381,3,5,0,4.0,301
C00797,41,Femenino,Técnica,Divorciado,1562201.0,Araucanía,2022-09-23,10,1500072,12,12,1,3.0,221
C00798,50,Masculino,Universitaria,Viudo,996740.0,Araucanía,2024-12-24,14,1183410,5,8,1,2.0,170
C00799,42,Femenino,Media,Soltero,1347244.0,Biobío,2023-09-04,11,2237170,9,7,0,2.0,46
C00800,42,Masculino,Universitaria,Soltero,1076830.0,Biobío,2024-05-24,9,902139,6,6,1,4.0,60
C00801,53,Masculino,,Divorciado,1204262.0,Biobío,2018-12-04,13,776544,4,7,1,4.0,96
C00802,35,Masculino,Media,Casado,,Araucanía,2023-04-22,18,1545673,5,9,1,4.0,269
C00803,43,FEMENINO,,Divorciado,1114460.0,RM,2022-12-23,17,456438,7,3,1,4.0,31
C00804,36,Hombre,Técnica,Viudo,1320174.0,Metropolitana,2018-05-17,9,612899,4,4,3,2.0,324
C00805,36,Masculino,Media,Divorciado,767443.0,Araucanía,2024-12-30,14,291957,7,13,0,3.0,116
C00806,38,Masculino,Universitaria,Divorciado,759705.0,Araucanía,2024-03-24,16,376913,9,7,1,3.0,62
C00807,44,Femenino,Universitaria,Viudo,642413.0,Valparaíso,2018-11-16,12,2536739,3,7,1,3.0,146
C00808,36,Masculino,Técnica,Divorciado,584031.0,Region Metropolitana,2023-02-07,13,1211967,7,10,2,5.0,331
C00809,57,Masculino,Técnica,Soltero,693880.0,Biobío,2020-07-04,16,351493,7,11,1,4.0,362
C00810,31,Femenino,Técnica,Casado,1289274.0,Araucanía,2021-04-20,10,1638455,5,9,0,3.0,53
C00811,39,Masculino,Universitaria,Divorciado,,Araucanía,2023-03-13,20,524472,6,13,0,2.0,51
C00812,36,Masculino,Media,Viudo,1512022.0,Metropolitana,2023-11-04,19,1175186,11,6,0,4.0,169
C00813,59,Femenino,Técnica,Casado,1218892.0,Araucanía,2020-07-14,13,1164701,9,14,0,4.0,357
C00814,44,Otro,Universitaria,Viudo,494847.0,Metropolitana,2023-10-02,15,2172439,4,9,2,4.0,357
C00815,54,Femenino,Universitaria,Casado,1611331.0,Araucanía,2025-12-17,13,579388,15,10,3,3.0,195
C00816,24,Femenino,Media,Casado,1728373.0,Valparaíso,2025-12-24,16,513101,9,4,0,4.0,83
C00817,45,Femenino,Universitaria,Divorciado,767269.0,Valparaíso,2021-06-12,20,159363,7,13,2,3.0,134
C00818,52,Masculino,Media,Soltero,1449774.0,Metropolitana,2023-06-06,7,743633,4,9,1,5.0,268
C00819,42,M,,Divorciado,816194.0,Biobío,2019-03-09,17,1236215,7,8,1,2.0,81
C00820,54,Femenino,Universitaria,Viudo,1253918.0,Valparaíso,2020-09-25,15,1341838,9,5,1,3.0,219
C00821,35,Femenino,Universitaria,Viudo,679293.0,Metropolitana,2023-11-18,12,1696039,9,5,0,4.0,2
C00822,58,Masculino,Media,Casado,535488.0,Araucanía,2020-09-16,15,951933,8,4,0,3.0,309
C00823,69,Femenino,Media,Casado,1010104.0,Araucanía,2019-08-22,13,1082989,7,7,2,4.0,251
C00824,37,Masculino,Media,Soltero,1135012.0,Metropolitana,2024-09-16,16,833375,4,8,2,2.0,236
C00825,36,Masculino,Técnica,Divorciado,1003371.0,Biobío,2019-01-31,19,1223027,8,8,1,1.0,156
C00826,59,Femenino,Media,Viudo,704341.0,Metropolitana,2019-02-19,17,456718,11,5,0,5.0,37
C00827,60,Masculino,,Casado,1002369.0,Metropolitana,2020-07-27,12,343618,6,4,2,3.0,229
C00828,35,Femenino,Técnica,Soltero,1354597.0,Valparaíso,2022-06-25,24,486564,7,7,1,3.0,145
C00829,36,Otro,Universitaria,Viudo,1176000.0,Metropolitana,2025-06-17,11,909400,7,10,0,3.0,325
C00830,38,Masculino,Universitaria,Casado,1302710.0,Metropolitana,2024-11-15,16,366631,4,12,3,5.0,56
C00831,25,Masculino,Universitaria,Viudo,887603.0,Araucanía,2019-06-25,12,547118,7,10,0,4.0,121
C00832,30,Femenino,Media,Soltero,2033166.0,Valparaíso,2022-07-08,13,557707,10,7,1,5.0,314
C00833,29,Masculino,Postgrado,Soltero,706836.0,Santiago,2023-04-30,13,1278834,8,2,1,5.0,211
C00834,32,Femenino,Universitaria,Viudo,1494398.0,Araucanía,2018-03-25,20,1188763,8,3,2,4.0,260
C00835,41,Femenino,Universitaria,Divorciado,2042495.0,Biobío,2018-09-28,8,834558,5,6,0,4.0,103
C00836,44,Femenino,Universitaria,Viudo,1489931.0,Biobío,2024-04-10,15,1048641,5,6,2,5.0,305
C00837,60,Masculino,Universitaria,Casado,1095472.0,Valparaíso,2019-01-23,21,1061126,11,7,0,10.0,235
C00838,30,Masculino,Técnica,Divorciado,946095.0,Valparaíso,2018-08-02,11,643189,8,7,1,5.0,38
C00839,53,Masculino,Media,Casado,1912786.0,Biobío,2025-11-05,13,577733,8,10,0,4.0,301
C00840,39,Masculino,Universitaria,Viudo,632536.0,Biobío,2018-02-28,16,2011475,14,5,0,4.0,108
C00841,41,Femenino,,Divorciado,775510.0,Biobío,2022-06-14,14,179672,10,8,1,3.0,224
C00842,50,Masculino,Universitaria,Casado,1003426.0,Biobío,2020-04-22,12,512771,7,11,1,4.0,293
C00843,28,Femenino,Técnica,Viudo,,Biobío,2022-03-08,6,707927,3,11,0,4.0,184
C00844,46,Masculino,Media,Viudo,1423640.0,Araucanía,2022-09-26,15,1119438,9,3,2,4.0,155
C00845,43,Masculino,Técnica,Divorciado,776235.0,RM,2018-05-03,11,1581162,6,5,1,5.0,32
C00846,47,Masculino,Universitaria,Viudo,1043607.0,Araucanía,2021-12-07,18,2437311,7,10,0,4.0,234
C00847,45,Masculino,Técnica,Soltero,910170.0,Araucanía,2021-03-08,8,757168,14,8,3,1.0,250
C00848,71,Femenino,Técnica,Casado,871897.0,Metropolitana,2024-10-22,7,788214,8,10,5,4.0,58
C00849,34,Femenino,Técnica,Casado,1864181.0,Araucanía,2019-07-16,12,994438,7,4,0,4.0,333
C00850,35,Masculino,Técnica,Viudo,647288.0,Biobío,2023-12-06,13,581690,6,9,0,5.0,163
C00851,34,Femenino,Universitaria,Viudo,2475080.0,Biobío,2022-10-04,17,393102,7,8,3,4.0,17
C00852,35,femenino,Universitaria,Soltero,1741984.0,Metropolitana,2020-06-23,18,755108,5,2,1,1.0,254
C00853,34,Femenino,Universitaria,Divorciado,1960519.0,Metropolitana,2019-01-30,20,1251170,8,4,3,2.0,146
C00854,56,Masculino,Técnica,Viudo,974333.0,Metropolitana,2022-09-23,18,691496,2,9,0,3.0,229
C00855,59,Femenino,Universitaria,Viudo,1121703.0,Metropolitana,2022-09-13,18,1025230,9,11,0,3.0,240
C00856,35,Femenino,Media,Viudo,629646.0,Metropolitana,2020-07-23,9,260687,9,10,0,4.0,286
C00857,32,Masculino,Universitaria,Viudo,947643.0,Araucanía,2021-01-06,9,808883,9,10,1,3.0,346
C00858,47,Masculino,Técnica,Casado,1498502.0,Metropolitana,2021-12-06,7,628002,8,8,1,3.0,16
C00859,35,Femenino,Técnica,Viudo,2150176.0,Araucanía,2018-03-16,21,372239,4,9,1,4.0,75
C00860,49,Femenino,Universitaria,Casado,729133.0,Valparaíso,2018-10-22,17,1186709,7,5,2,4.0,260
C00861,44,Femenino,Universitaria,Viudo,1018004.0,Metropolitana,2018-01-21,18,2421152,5,10,0,2.0,361
C00862,23,Femenino,Media,Divorciado,1121017.0,Metropolitana,2020-11-04,14,1448939,5,15,1,4.0,4
C00863,60,Femenino,,Soltero,,Araucanía,2021-05-19,9,1505471,0,8,1,2.0,251
C00864,63,Masculino,Técnica,Divorciado,,Valparaíso,2019-07-14,13,1226718,5,12,0,4.0,85
C00865,34,Masculino,Técnica,Viudo,866343.0,Araucanía,2021-01-14,10,1179071,9,8,0,4.0,63
C00866,37,Masculino,Media,Viudo,1098994.0,Araucanía,2021-03-18,9,271769,3,8,1,5.0,100
C00867,45,Femenino,Técnica,Viudo,979164.0,Metropolitana,2019-01-07,20,740881,9,7,2,2.0,322
C00868,46,Masculino,Técnica,Divorciado,841237.0,Biobío,2023-07-21,13,1085519,3,6,0,3.0,243
C00869,49,Femenino,Media,Viudo,1196201.0,Biobío,2020-03-28,10,1100428,3,10,0,4.0,295
C00870,66,Masculino,Técnica,Divorciado,1089040.0,Araucanía,2021-03-20,20,1715801,2,4,1,3.0,162
C00871,39,Masculino,Universitaria,Casado,1015098.0,Metropolitana,2021-03-10,17,430597,6,7,3,4.0,178
C00872,32,Femenino,Media,Soltero,864601.0,Valparaíso,2020-12-28,19,1151677,1,7,1,1.0,328
C00873,25,Masculino,Universitaria,Soltero,1385564.0,Biobío,2021-07-07,14,422245,9,12,0,4.0,328
C00874,33,Femenino,Técnica,Divorciado,2525525.0,Valparaíso,2023-07-05,6,704573,6,9,2,5.0,252
C00875,41,Masculino,Universitaria,Casado,1277967.0,Biobío,2020-04-25,14,770803,5,7,1,5.0,42
C00876,63,Femenino,Técnica,Divorciado,1878690.0,Metropolitana,2023-06-15,12,1342319,4,8,1,5.0,242
C00877,35,Femenino,Media,Casado,641928.0,Region Metropolitana,2019-06-05,10,1250856,6,5,0,1.0,342
C00878,44,Masculino,,Viudo,1288287.0,Valparaíso,2019-01-06,19,859894,4,14,2,4.0,91
C00879,41,Femenino,Media,Casado,732351.0,Valparaíso,2021-12-13,9,219947,5,10,3,4.0,28
C00880,56,Masculino,Media,Casado,617365.0,Araucanía,2018-04-11,17,1044728,12,6,2,5.0,155
C00881,72,Femenino,,Casado,860367.0,Valparaíso,2019-10-23,14,681302,4,14,1,5.0,119
C00882,35,Masculino,Universitaria,Soltero,2051715.0,Biobío,2022-08-09,26,1844005,6,7,0,5.0,220
C00883,36,Masculino,Universitaria,Casado,1840116.0,Araucanía,2018-08-31,14,1598319,3,6,1,5.0,347
C00884,54,Femenino,Universitaria,Viudo,1338666.0,Biobío,2025-09-01,16,455683,5,12,0,4.0,264
C00885,50,Femenino,Media,Viudo,602062.0,Biobío,2019-05-27,11,1134464,8,2,1,4.0,121
C00886,64,Femenino,Técnica,Viudo,,Metropolitana,2025-12-06,24,1147978,2,6,1,5.0,46
C00887,49,Femenino,Técnica,Casado,1374495.0,Biobío,2025-02-15,17,1098962,2,11,1,4.0,280
C00888,37,Femenino,Media,Divorciado,1298633.0,Metropolitana,2024-03-23,10,1016743,7,8,2,5.0,115
C00889,49,Masculino,Técnica,Divorciado,523412.0,Valparaíso,2022-03-22,16,1167598,9,6,0,5.0,168
C00890,55,Masculino,Técnica,Viudo,803866.0,Valparaíso,2024-03-11,20,1969437,2,10,1,4.0,246
C00891,51,Masculino,Técnica,Soltero,1165892.0,Metropolitana,2025-07-28,13,574662,6,9,1,3.0,280
C00892,48,Masculino,Técnica,Divorciado,1527530.0,Biobío,2023-10-16,16,464576,7,12,2,3.0,234
C00893,54,Masculino,Universitaria,Casado,,Araucanía,2019-01-31,12,1279520,7,4,1,2.0,22
C00894,56,Masculino,Universitaria,Divorciado,1115570.0,Araucanía,2019-09-04,17,258422,9,11,1,4.0,202
C00895,58,Femenino,Técnica,Viudo,1279786.0,Metropolitana,2021-06-14,19,1184440,6,10,1,4.0,68
C00896,49,Masculino,Universitaria,Soltero,,Valparaíso,2023-02-01,8,1065047,7,5,2,4.0,136
C00897,39,Masculino,Postgrado,Divorciado,1639034.0,Valparaíso,2020-02-09,13,195842,8,7,1,4.0,231
C00898,43,Masculino,Técnica,Divorciado,,Araucanía,2021-11-23,24,546104,4,14,2,5.0,58
C00899,56,Femenino,Técnica,Viudo,837234.0,Metropolitana,2019-02-11,11,2059454,6,11,0,3.0,15
C00900,32,Femenino,Técnica,Soltero,,Araucanía,2023-02-16,12,333721,11,8,2,5.0,264
C00901,46,Femenino,Universitaria,Soltero,,Biobío,2022-02-12,17,908837,4,7,1,2.0,170
C00902,37,Masculino,Universitaria,Viudo,1883357.0,Biobío,2025-05-18,11,437759,10,10,2,4.0,291
C00903,42,Masculino,Media,Casado,2246505.0,Metropolitana,2024-03-19,13,522823,4,7,0,,169
C00904,57,Femenino,Técnica,Divorciado,,Metropolitana,2021-03-25,10,2526027,10,9,2,4.0,48
C00905,44,Masculino,,Casado,1455755.0,Biobío,2019-10-16,19,861502,9,4,2,4.0,96
C00906,42,Hombre,Técnica,Divorciado,,Valparaíso,2024-10-11,13,1090925,5,9,1,3.0,327
C00907,25,Femenino,Media,Divorciado,934324.0,Metropolitana,2021-03-27,18,747798,3,13,1,3.0,44
C00908,50,Femenino,Universitaria,Casado,1131783.0,Biobío,2020-09-03,17,322315,6,9,3,3.0,353
C00909,49,Masculino,Universitaria,Viudo,2543148.0,Biobío,2021-12-10,22,392940,4,6,2,4.0,240
C00910,67,Masculino,Universitaria,Viudo,785190.0,Valparaíso,2024-08-15,13,1622413,7,7,1,4.0,291
C00911,38,Femenino,Universitaria,Divorciado,2481769.0,Valparaíso,2021-09-29,20,876859,4,6,1,4.0,283
C00912,44,Masculino,Universitaria,Viudo,1038117.0,Valparaíso,2025-12-07,16,503930,4,8,2,5.0,70
C00913,44,Femenino,Técnica,Divorciado,,Valparaíso,2025-12-13,15,789484,6,12,1,5.0,253
C00914,60,Masculino,Universitaria,Viudo,637153.0,Araucanía,2018-08-17,13,1189835,8,7,0,4.0,66
C00915,40,Masculino,Media,Divorciado,1562017.0,Valparaíso,2024-05-16,14,1050797,5,5,1,,327
C00916,45,Masculino,Universitaria,Viudo,861375.0,Araucanía,2023-03-09,21,504081,6,11,2,4.0,336
C00917,49,FEMENINO,Media,Soltero,634734.0,Metropolitana,2021-08-06,15,310887,14,11,0,4.0,285
C00918,44,Masculino,Universitaria,Casado,1324005.0,Biobío,2020-12-06,19,626647,6,8,1,4.0,31
C00919,36,Masculino,Media,Soltero,1890013.0,Araucanía,2020-09-01,12,1556260,10,6,1,4.0,214
C00920,44,Hombre,Media,Casado,820450.0,Metropolitana,2022-10-05,15,1335736,7,7,0,4.0,181
C00921,54,Masculino,Media,Casado,611258.0,Metropolitana,2020-01-28,21,1023367,5,10,0,5.0,202
C00922,29,Femenino,Media,Divorciado,1151414.0,Araucanía,2018-11-17,15,722042,10,3,0,5.0,68
C00923,43,Masculino,Universitaria,Casado,1153701.0,Metropolitana,2024-05-10,13,586729,4,11,1,5.0,25
C00924,33,Femenino,Universitaria,Soltero,1535821.0,Metropolitana,2019-07-10,14,730124,1,5,1,5.0,248
C00925,56,Masculino,Técnica,Soltero,1839767.0,Araucanía,2020-04-23,16,1278796,13,10,1,5.0,337
C00926,23,Masculino,Media,Viudo,1168340.0,Metropolitana,2021-08-29,13,1466635,5,9,0,1.0,343
C00927,35,Femenino,Media,Soltero,2765711.0,Valparaíso,2021-10-18,16,683713,5,8,0,5.0,160
C00928,46,M,Media,Viudo,1327406.0,Valparaíso,2019-10-30,17,3664145,6,6,2,2.0,280
C00929,60,Femenino,,Casado,1026781.0,Biobío,2024-08-24,25,845606,12,8,1,4.0,257
C00930,41,Femenino,Universitaria,Soltero,581070.0,Metropolitana,2025-07-21,9,649653,6,6,2,3.0,111
C00931,35,Femenino,Media,Casado,1066225.0,Biobío,2023-04-27,15,1939166,7,7,1,3.0,47
C00932,64,Masculino,,Soltero,1031431.0,Valparaíso,2023-06-28,14,235481,9,6,2,3.0,179
C00933,24,Femenino,Media,Soltero,1848655.0,Valparaíso,2023-04-15,17,1067027,6,11,1,4.0,36
C00934,18,Femenino,Media,Viudo,1477629.0,Valparaíso,2020-01-16,7,765808,4,13,0,4.0,198
C00935,47,Masculino,,Casado,705820.0,Metropolitana,2019-11-06,15,1907449,13,5,0,1.0,42
C00936,35,Femenino,Universitaria,Soltero,1296717.0,Metropolitana,2023-12-04,15,1150055,9,7,0,5.0,332
C00937,29,Masculino,Media,Divorciado,1623380.0,Valparaíso,2025-04-06,10,869634,9,14,0,5.0,90
C00938,50,Masculino,Media,Casado,2386757.0,Biobío,2020-12-01,14,1190575,5,6,2,4.0,345
C00939,44,Masculino,Técnica,Casado,1789074.0,Biobío,2024-08-23,14,424648,8,14,2,5.0,68
C00940,35,Masculino,Media,Casado,1689956.0,Araucanía,2024-11-18,13,1428962,8,5,1,4.0,70
C00941,26,Masculino,Media,Viudo,1232889.0,Valparaíso,2024-05-16,15,357044,4,12,2,5.0,110
C00942,52,Femenino,Postgrado,Divorciado,1429124.0,Biobío,2019-09-10,19,991987,5,9,0,4.0,351
C00943,49,Femenino,Universitaria,Casado,2105596.0,Valparaíso,2023-12-06,12,817278,2,9,1,4.0,22
C00944,40,Femenino,Técnica,Soltero,658738.0,Biobío,2024-06-14,13,277765,7,4,3,5.0,277
C00945,64,Masculino,Técnica,Soltero,1025390.0,Santiago,2023-11-18,21,833786,4,11,1,3.0,195
C00946,29,Femenino,Técnica,Viudo,847610.0,Metropolitana,2024-04-27,14,947478,12,5,2,2.0,45
C00947,23,Masculino,,Soltero,1423246.0,Valparaíso,2020-09-19,16,540063,12,8,1,4.0,111
C00948,33,Otro,Universitaria,Casado,2087404.0,Biobío,2021-08-21,17,435789,3,12,1,3.0,209
C00949,41,Hombre,Universitaria,Soltero,917303.0,Metropolitana,2021-10-09,17,1074830,10,13,1,4.0,230
C00950,44,Masculino,Media,Casado,409296.0,Araucanía,2018-10-13,17,994261,6,6,2,3.0,178
C00951,39,Femenino,Técnica,Soltero,,Valparaíso,2024-07-03,7,916629,9,6,0,5.0,250
C00952,46,Masculino,Técnica,Divorciado,1810104.0,Valparaíso,2023-10-12,19,804255,7,10,0,5.0,328
C00953,26,Masculino,,Viudo,1528451.0,Biobío,2019-11-18,17,569451,3,8,2,0.0,11
C00954,59,Femenino,Universitaria,Viudo,1454999.0,Valparaíso,2024/13/01,16,3127285,11,1,1,3.0,252
C00955,41,M,Técnica,Divorciado,1057941.0,Araucanía,2022-01-04,11,668885,12,16,1,3.0,344
C00956,55,femenino,Media,Divorciado,674865.0,Valparaíso,2020-01-08,14,476059,8,10,2,4.0,235
C00957,46,Masculino,Universitaria,Viudo,1513165.0,Valparaíso,2025-05-10,19,826556,7,4,0,4.0,136
C00958,47,Masculino,Media,Divorciado,824395.0,Metropolitana,2023-05-13,15,717696,12,7,0,,254
C00959,48,Masculino,Técnica,Casado,3206452.0,Metropolitana,2023-03-10,10,659646,6,11,1,3.0,54
C00960,47,Masculino,Media,Soltero,1551232.0,Araucanía,2024-11-28,12,2463103,6,8,0,4.0,129
C00961,49,Femenino,Universitaria,Viudo,924067.0,Biobío,2022-01-25,12,406166,6,2,1,3.0,226
C00962,57,Femenino,Media,Divorciado,911374.0,Metropolitana,2023-10-02,18,818173,8,8,0,4.0,20
C00963,44,Femenino,Técnica,Casado,1150845.0,Biobío,2025-09-02,16,422845,10,8,2,3.0,100
C00964,50,Femenino,Universitaria,Viudo,1077394.0,Araucanía,2019-05-01,15,578244,6,6,3,4.0,290
C00965,40,Masculino,Media,Divorciado,1983567.0,Metropolitana,2022-02-22,17,2267155,6,10,1,3.0,57
C00966,59,Masculino,Técnica,Viudo,1305007.0,Biobío,2023-06-25,11,947170,3,10,1,3.0,226
C00967,33,Masculino,Técnica,Divorciado,863369.0,Metropolitana,2021-10-19,19,940333,10,8,0,3.0,141
C00968,63,Femenino,Media,Viudo,2809537.0,Araucanía,2024-09-22,11,455284,11,6,2,4.0,125
C00969,41,Masculino,Universitaria,Casado,1226924.0,Araucanía,2020-10-27,18,620073,4,16,0,4.0,309
C00970,24,Masculino,Media,Casado,1696045.0,Metropolitana,2022-11-01,18,2388652,3,8,0,5.0,52
C00971,43,Masculino,Técnica,Soltero,912670.0,Biobío,2019-10-30,19,1079473,7,7,1,3.0,134
C00972,33,Masculino,Técnica,Viudo,1413011.0,Valparaíso,2021-05-05,12,652481,9,10,0,1.0,292
C00973,52,Hombre,Universitaria,Soltero,1380327.0,Valparaíso,2020-04-14,8,1042082,9,6,0,3.0,153
C00974,34,Femenino,Universitaria,Viudo,512722.0,Metropolitana,2020-05-25,12,939370,6,14,2,3.0,347
C00975,36,Femenino,Técnica,Divorciado,2971881.0,Biobío,2024-08-11,15,483450,6,10,0,3.0,186
C00976,19,Femenino,Media,Divorciado,2144939.0,Valparaíso,2020-09-28,15,641190,6,11,1,2.0,239
C00977,36,Femenino,Universitaria,Soltero,,Araucanía,2018-09-07,13,3094350,5,9,3,4.0,183
C00978,18,Masculino,Técnica,Viudo,730738.0,Biobío,2023-04-24,12,1012130,3,11,1,4.0,351
C00979,22,Masculino,Universitaria,Soltero,1403156.0,Valparaíso,2022-06-07,13,312057,5,10,3,4.0,3
C00980,51,Masculino,Universitaria,Casado,1247742.0,Biobío,2021-06-17,13,1086522,14,4,0,3.0,284
C00981,51,Masculino,Universitaria,Soltero,1408284.0,Metropolitana,2024-08-24,14,1748414,3,9,0,4.0,196
C00982,47,Femenino,Técnica,Soltero,1308042.0,Biobío,2020-05-21,11,464975,3,11,0,4.0,166
C00983,30,Masculino,Técnica,Divorciado,1507013.0,Valparaíso,2020-04-14,15,608201,4,8,1,3.0,290
